Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.23,0.02,0,0.02,0.27,62,12,5.8,4,Visual Concepts,E10+
Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.16,0.08,0,0.02,0.27,,,,,,
I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,0.25,0,0,0.02,0.27,,,tbd,,Gusto Games,E
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.21,0.04,0,0.02,0.26,49,6,tbd,,THQ,E10+
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26,53,4,tbd,,Visual Concepts,E
Reload: Target Down,Wii,2010,Shooter,Mastiff,0.24,0,0,0.01,0.25,,,tbd,,Mastiff,T
Project Runway,Wii,2010,Simulation,Atari,0.23,0,0,0.02,0.25,,,tbd,,Tornado Studios,E
Minute to Win It,Wii,2010,Misc,Zoo Games,0.23,0,0,0.02,0.25,,,3,4,Smack Down Productions,E
U-Sing: Girls Night,Wii,2010,Misc,Mindscape,0,0.21,0,0.04,0.25,,,,,,
Create,Wii,2010,Action,Electronic Arts,0.2,0.02,0,0.02,0.25,62,7,tbd,,EA Bright Light,E
Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0,0.02,0.24,51,8,8.6,15,Asobo Studio,E
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0,0.02,0.24,75,13,7.7,15,Beenox,T
Dood's Big Adventure,Wii,2010,Platform,THQ,0.21,0.01,0,0.02,0.24,56,4,tbd,,THQ,E
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,8.1,31,Ubisoft Quebec,T
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.23,58,21,7.8,5,Headstrong Games,T
Megamind: Mega Team Unite,Wii,2010,Adventure,THQ,0.15,0.06,0,0.02,0.23,,,tbd,,THQ,E10+
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,74,17,6.8,5,Firebrand Games,E
Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,0.15,0.06,0,0.02,0.23,,,tbd,,Sanrio Digital,E
Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,0.21,0,0,0.01,0.23,,,tbd,,Griffin International,T
Deca Sports 3,Wii,2010,Sports,Hudson Soft,0.14,0.07,0,0.02,0.23,41,7,tbd,,"Hudson, NATSUME ATARI Inc.",E
Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0,0,0.01,0.22,,,tbd,,Tamsoft,E
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78,9,5.4,7,Konami,E
All Star Karate,Wii,2010,Action,THQ,0.13,0.07,0,0.02,0.22,46,4,tbd,,THQ,E10+
Worms: Battle Islands,Wii,2010,Strategy,THQ,0.1,0.1,0,0.02,0.22,58,13,tbd,,Team 17,E10+
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.2,0,0,0.01,0.22,,,,,,
CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22,,,tbd,,Telltale Games,M
TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.17,0.02,0,0.01,0.21,,,,,,
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,53,4,6.6,5,THQ,T
Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.18,0.02,0,0.01,0.21,,,tbd,,Game Machine Studios,E
We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,0.18,0,0.03,0.2,,,,,,
Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0,0,0.01,0.2,,,tbd,,FUN Labs,T
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.18,0,0,0.01,0.19,,,tbd,,THQ,E
Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.14,0.03,0,0.01,0.19,,,tbd,,Firebrand Games,E
Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0,0.16,0,0.02,0.19,,,,,,
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.17,0,0,0.01,0.19,53,12,tbd,,Namco Bandai Games,E
Mathews Bowhunting,Wii,2010,Sports,Zoo Games,0.18,0,0,0.01,0.19,,,tbd,,Zoo Games,T
Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.17,0,0,0.01,0.18,,,tbd,,Jack of All Games,T
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.14,0.03,0,0.01,0.18,,,tbd,,Ubisoft Quebec,E10+
Rabbids Party Collection,Wii,2010,Misc,Ubisoft,0,0.16,0,0.02,0.18,,,,,,
Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,0,0.16,0,0.02,0.18,,,,,,
Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.13,0.03,0,0.01,0.18,59,6,tbd,,Ubisoft Montreal,E10+
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0,0,0.01,0.17,,,tbd,,D3Publisher,E
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.16,0,0,0.01,0.17,,,tbd,,CokeM Interactive,E
Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.16,0,0,0.01,0.17,,,tbd,,Zoo Games,E
Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.15,0,0,0.01,0.16,,,tbd,,UFO Interactive,E
Family Feud Decades,Wii,2010,Misc,Ubisoft,0.15,0,0,0.01,0.16,,,tbd,,Ludia,E10+
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.14,0,0,0.01,0.16,,,tbd,,Now Production,E10+
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0,0.01,0.16,,,,,,
Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.15,0,0,0.01,0.16,,,tbd,,High Voltage Software,E
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,,,,,,
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0.14,0,0,0.01,0.15,,,,,,
Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.07,0.06,0,0.02,0.15,,,tbd,,Neko Entertainment,T
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0,0.01,0.15,,,tbd,,Tamsoft,E10+
Backyard Sports: Sandlot Sluggers,Wii,2010,Sports,Atari,0.14,0,0,0.01,0.15,,,tbd,,HB Studios Multimedia,E
Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.09,0.04,0,0.01,0.14,,,tbd,,Torus Games,E
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.01,0,0.01,0.14,,,,,,
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.13,0,0,0.01,0.14,,,tbd,,h.a.n.d. Inc.,E
MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0,0,0.01,0.14,,,tbd,,Full Fat,E
Haunted House,Wii,2010,Action,Atari,0.12,0,0,0.01,0.13,41,6,tbd,,"Atari, Atari SA",E10+
The Amazing Race,Wii,2010,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,tbd,,Ludia Inc.,E
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.11,0,0.02,0.13,,,,,,
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.12,,,tbd,,Graffiti Entertainment,E
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,46,21,6.8,8,Next Level Games,T
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.11,0,0,0.01,0.12,,,tbd,,Crave,E10+
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.11,0,0,0.01,0.12,,,,,,
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.11,0,0,0.01,0.12,,,tbd,,Super X Studios,E10+
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.09,0,0.01,0.01,0.12,68,38,8.7,18,Hudson Soft,E10+
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.12,54,5,tbd,,Tantatus,E10+
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0,0.01,0.11,,,tbd,,Monkey Bar Games,E
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11,,,tbd,,Farsight Studios,E
Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0,0,0.11,0,0.11,,,,,,
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0,0.09,0,0.01,0.11,,,,,,
Hollywood Squares,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.11,,,tbd,,Ubisoft,E10+
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.07,0.02,0,0.01,0.11,71,4,tbd,,Rebellion,M
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0,0.01,0.1,75,30,7.3,31,Idea Factory,T
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.1,,,,,,
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1,,,tbd,,Ludia Inc.,E
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0,0.01,0.1,,,tbd,,High Voltage Software,E
Dancing on Ice,Wii,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1,,,,,,
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1,,,tbd,,THQ,T
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0,0,0.01,0.1,39,6,tbd,,"Majesco Games, Majesco",T
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,47,11,tbd,,Ubisoft,T
iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0,0.01,0.1,,,9,10,Big Blue Bubble Inc.,E
U-Sing  2,Wii,2010,Misc,Mindscape,0,0.08,0,0.01,0.09,,,,,,
NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,Electronic Arts,0.09,0,0,0,0.09,,,tbd,,Electronic Arts,E10+
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,0,0,0.09,0,0.09,,,,,,
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,Hudson Soft,0,0,0.09,0,0.09,,,,,,
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09,56,7,8.2,5,G1M2,T
Busy Scissors,Wii,2010,Simulation,Little Orbit,0.08,0,0,0.01,0.09,,,tbd,,Little Orbit,E
Great Party Games,Wii,2010,Misc,O-Games,0,0.07,0,0.01,0.08,,,,,,
Get Fit with Mel B,Wii,2010,Sports,Black Bean Games,0.03,0.04,0,0.01,0.08,,,tbd,,Lightning Fish Games,E
Martian Panic,Wii,2010,Adventure,Unknown,0.08,0,0,0,0.08,,,tbd,,N-Fusion Interactive Entertainment Corp.,T
Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,0.07,0,0,0.01,0.08,,,tbd,,Activision,E
10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0,0.01,0.08,,,tbd,,Anchor Bay Entertainment,E
My First Songs,Wii,2010,Misc,Mindscape,0,0.06,0,0.01,0.07,,,,,,
America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.07,0,0,0,0.07,,,tbd,,Neopica,E10+
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0,0.01,0.07,,,,,,
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,
Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07,,,tbd,,Zoo Games,E
Rugby League 3,Wii,2010,Sports,Alternative Software,0,0.06,0,0.01,0.07,,,,,,
Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0,0,0,0.07,,,tbd,,Attractive Games,E
Mario Tennis,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07,,,tbd,,Camelot Software Planning,E
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,0.06,0,0,0,0.07,,,tbd,,Collision Studios,E
Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.06,0,0,0,0.07,,,tbd,,Graffiti Entertainment,E
Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0,0.05,0,0.01,0.06,,,,,Namco Bandai Games,
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11,High Voltage Software,T
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.06,,,tbd,,Zoo Games,E
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,0.06,0,0.06,,,,,,
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0,0.06,,,tbd,,CokeM Interactive,E
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0,0,0,0.06,,,,,,
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.05,0,0,0,0.06,60,8,tbd,,Hudson Entertainment,E
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,74,30,7.2,12,Prope,E
Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0,0,0.06,,,tbd,,High Voltage Software,T
Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0,0.05,0,0,0.06,,,tbd,,O-Games,E
Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0,0,0,0.05,,,tbd,,Red Wagon Games,E
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0,0,0,0.05,,,tbd,,Just For Fun,E
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0,0,0,0.05,,,,,,
Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.05,,,tbd,,SouthPeak Games,E
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0,0,0.05,,,,,,
Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0,0,0,0.04,,,tbd,,Beyond Reality,E
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7,Snap Dragon Games,E10+
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,,
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04,,,,,,
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,0.04,,,,,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04,,,tbd,,Collision Studios,E
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0,0,0,0.04,,,,,,
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.03,0,0,0.04,,,,,,
Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03,,,tbd,,Destineer,T
Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.03,0,0,0,0.03,,,,,,
Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03,,,,,,
Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03,,,tbd,,Nordic Games Publishing,E
thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03,,,tbd,,Mentor Interactive,E
Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0,0,0,0.03,,,tbd,,Ubisoft,E10+
Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0,0,0,0.03,,,tbd,,Storm City Games,E
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.03,0,0,0,0.03,,,tbd,,Destineer,E
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03,41,7,tbd,,Nordcurrent,E10+
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,0.03,,,tbd,,ZigZagIsland,E
Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0,0,0,0.02,,,tbd,,Deep Silver,E
Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,0,0.02,,,tbd,,FAKT Software,E
Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02,,,,,,
Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,0.02,0,0,0,0.02,,,tbd,,Gogii Games,E
Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02,,,tbd,,Nordic Games Publishing,E
Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02,,,,,,
Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,0,0.01,0,0,0.02,,,,,,
Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02,,,tbd,,UFO Interactive,E
Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02,,,tbd,,Purple Hills,T
Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02,,,tbd,,Virtual Play Inc.,T
Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.01,0,0,0.02,,,,,Asylum Entertainment,E
Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02,,,tbd,,Funbox Media,T
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,60,5,tbd,,Boomzap,E10+
GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,,,
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02,,,,,,
I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.01,0,0,0,0.02,,,tbd,,Destineer,E
Satisfashion,Wii,2010,Misc,Destineer,0.01,0,0,0,0.01,,,tbd,,XS Games,E
The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,,,tbd,,Alpha Unit,E
The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0,0,0,0.01,,,tbd,,Neopica,T
Wii Sports Resort,Wii,2009,Sports,Nintendo,15.61,10.93,3.28,2.95,32.77,80,73,8,192,Nintendo,E
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,28.32,87,80,8.4,594,Nintendo,E
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.49,2.53,1.77,21.79,80,33,7.4,52,Nintendo,E
Just Dance,Wii,2009,Misc,Ubisoft,3.48,2.99,0,0.73,7.2,49,21,8,110,Ubisoft Paris,E10+
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,,,
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81,27,8.7,39,EA Canada,E
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,84,70,8.6,219,Capcom,T
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.49,0.46,0,0.18,2.12,62,5,5.2,54,Ubisoft,E
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0,0,0.12,2.06,,,,,,
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,49,15,6.6,13,Papaya Studios,E
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0,0.15,1.71,89,25,8.9,43,Harmonix Music Systems,T
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.69,,,7.8,4,Activision,T
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0,0.12,1.68,37,4,tbd,,Farsight Studios,E
Guitar Hero 5,Wii,2009,Misc,Activision,0.92,0.48,0,0.15,1.55,89,25,6.9,49,Vicarious Visions,T
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,0.94,0.43,0,0.14,1.51,,,,,,
Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.07,0.28,0,0.13,1.48,,,tbd,,Zoe Mode,E
New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.35,0.69,0.28,0.14,1.46,,,,,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.9,0.38,0,0.12,1.4,72,13,6.1,14,Traveller's Tales,E10+
Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.7,0.52,0,0.13,1.35,63,16,6.3,6,Electronic Arts,E
Deal or No Deal,Wii,2009,Misc,Zoo Games,1.2,0,0,0.09,1.29,56,4,5,5,Artefacts Studio,E
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,62,22,7.2,36,Creatures Inc.,E
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.76,0.27,0,0.1,1.13,80,15,tbd,,Electronic Arts,E
Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.25,0.74,0,0.14,1.12,78,50,8.3,32,Ubisoft Montpellier,E10+
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,0.1,1.09,54,51,6.9,198,Sonic Team,E10+
The Biggest Loser,Wii,2009,Sports,THQ,0.86,0.12,0,0.09,1.07,,,,,,
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07,88,44,8.8,57,EA Tiburon,E
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75,55,8,60,Cavia Inc.,M
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0,0.1,1.03,78,28,8.6,28,Electronic Arts,E
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,EA Salt Lake,E10+
Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.29,0,0.09,0.99,58,7,tbd,,Incinerator Games,E
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0,0.11,0.98,75,21,6.2,17,EA Sports,E
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,Vicarious Visions,E10+
Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.84,0.04,0,0.07,0.95,,,,,,
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,Buzz Monkey,E10+
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,Neversoft Entertainment,T
EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.28,0.51,0.02,0.11,0.91,,,,,,
F1 2009,Wii,2009,Racing,Codemasters,0.15,0.62,0,0.11,0.87,69,29,7.2,30,Sumo Digital,E
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.59,0.2,0,0.07,0.86,76,29,8.5,28,Red Fly Studio,E10+
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.46,0.21,0.12,0.06,0.86,76,42,8.5,26,Arika,E10+
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,78,65,8.7,95,Headstrong Games,M
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.3,0,0.08,0.83,69,41,7.4,38,EA Montreal,E10+
Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8,49,7,tbd,,CAProduction,E
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0,0.07,0.79,48,10,6.4,5,Krome Studios,T
MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81,74,8.6,176,PlatinumGames,M
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0,0.07,0.76,87,22,7.6,19,Exient Entertainment,T
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0,0.08,0.75,60,35,6,8,EA Bright Light,E10+
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0,0.08,0.75,58,22,6,8,Planet Moon Studios,E
Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.66,0.04,0,0.05,0.75,,,tbd,,Kouyousha,T
We Sing,Wii,2009,Misc,Nordic Games,0,0.67,0,0.08,0.75,,,,,,
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.49,0.17,0,0.06,0.73,78,11,7.7,9,Yuke's,T
Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,0.36,0.29,0,0.07,0.72,55,32,7,28,Artificial Mind and Movement,T
Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.62,0.04,0,0.06,0.72,77,23,7.2,24,EA Tiburon,E
Avatar: The Game,Wii,2009,Action,Ubisoft,0.32,0.32,0,0.07,0.72,,,,,,
LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.41,0.22,0,0.06,0.69,70,15,6.8,6,TT Fusion,E10+
Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.59,0.03,0,0.05,0.66,62,12,7.2,11,Now Production,E
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0,0.05,0.64,67,18,8.2,10,Epicenter Studios,E10+
Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,0.58,0,0,0.04,0.62,,,tbd,,Ludia Inc.,E
Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,0.42,0.05,0,0.14,0.61,91,48,9.3,316,Retro Studios,T
